STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,DD_ID,Local area code,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Age,AGE,Sex,TERRITORIAL_LEVEL,Territorial level,TERRITORIAL_TYPE,Territorial type,DD_DIM,Drilldown,TIME_PERIOD,Time period,OBS_VALUE,Observation value,FREQ,Frequency of observation,OBS_STATUS,Observation status,DECIMALS,Decimals,LOCAL_AREA_NAME,Local area name
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,SE22,South Sweden,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2020,,72,,A,Annual,A,Normal value,0,Zero,SE22,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,US33,New Hampshire,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2022,,78,,A,Annual,A,Normal value,0,Zero,US33,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,NL13,Drenthe,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2022,,82,,A,Annual,A,Normal value,0,Zero,NL13,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,DK05,Northern Denmark,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2022,,74,,A,Annual,A,Normal value,0,Zero,DK05,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,CA35,Ontario,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,71,,A,Annual,A,Normal value,0,Zero,CA35,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,FRY2,Martinique,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,58,,A,Annual,A,Normal value,0,Zero,FRY2,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,SE11,Stockholm,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,78,,A,Annual,A,Normal value,0,Zero,SE11,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,US09,Connecticut,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,72,,A,Annual,A,Normal value,0,Zero,US09,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,ITI1,Tuscany,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,65,,A,Annual,A,Normal value,0,Zero,ITI1,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,SE11,Stockholm,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2020,,76,,A,Annual,A,Normal value,0,Zero,SE11,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,US09,Connecticut,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2022,,74,,A,Annual,A,Normal value,0,Zero,US09,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,FRF,Grand Est,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2020,,65,,A,Annual,A,Normal value,0,Zero,FRF,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,US26,Michigan,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,69,,A,Annual,A,Normal value,0,Zero,US26,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,AU7,Northern Territory,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,64,,A,Annual,A,Normal value,0,Zero,AU7,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,FRF,Grand Est,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,67,,A,Annual,A,Normal value,0,Zero,FRF,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,SE11,Stockholm,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,76,,A,Annual,A,Normal value,0,Zero,SE11,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,US26,Michigan,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2022,,71,,A,Annual,A,Normal value,0,Zero,US26,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,CZ08,Moravia-Silesia,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,71,,A,Annual,A,Normal value,0,Zero,CZ08,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,US36,New York,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,72,,A,Annual,A,Normal value,0,Zero,US36,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,ITH4,Friuli-Venezia Giulia,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,66,,A,Annual,A,Normal value,0,Zero,ITH4,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,CZ01,Prague,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,79,,A,Annual,A,Normal value,0,Zero,CZ01,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,US36,New York,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,69,,A,Annual,A,Normal value,0,Zero,US36,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,US34,New Jersey,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,74,,A,Annual,A,Normal value,0,Zero,US34,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,EL63,Western Greece,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,51,,A,Annual,A,Normal value,0,Zero,EL63,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,CZ03,Southwest,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,75,,A,Annual,A,Normal value,0,Zero,CZ03,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,ITH4,Friuli-Venezia Giulia,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,65,,A,Annual,A,Normal value,0,Zero,ITH4,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,FRK,Auvergne-Rhône-Alpes,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,68,,A,Annual,A,Normal value,0,Zero,FRK,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,US36,New York,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2022,,70,,A,Annual,A,Normal value,0,Zero,US36,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,FRC,Bourgogne-Franche-Comté,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,67,,A,Annual,A,Normal value,0,Zero,FRC,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,FRK,Auvergne-Rhône-Alpes,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2020,,68,,A,Annual,A,Normal value,0,Zero,FRK,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,FRG,Pays de la Loire,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,69,,A,Annual,A,Normal value,0,Zero,FRG,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,US15,Hawaii,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,72,,A,Annual,A,Normal value,0,Zero,US15,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,CA61,Northwest Territories,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,74,,A,Annual,A,Normal value,0,Zero,CA61,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,FRI,Nouvelle-Aquitaine,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,66,,A,Annual,A,Normal value,0,Zero,FRI,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,US34,New Jersey,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,71,,A,Annual,A,Normal value,0,Zero,US34,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,EL41,North Aegean,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,54,,A,Annual,A,Normal value,0,Zero,EL41,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,FRI,Nouvelle-Aquitaine,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2020,,66,,A,Annual,A,Normal value,0,Zero,FRI,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,US15,Hawaii,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,68,,A,Annual,A,Normal value,0,Zero,US15,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,DK02,Zealand,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,62,,A,Annual,A,Normal value,0,Zero,DK02,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,CA13,New Brunswick,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,73,,A,Annual,A,Normal value,0,Zero,CA13,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,FRC,Bourgogne-Franche-Comté,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2020,,66,,A,Annual,A,Normal value,0,Zero,FRC,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,US15,Hawaii,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2022,,70,,A,Annual,A,Normal value,0,Zero,US15,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,AU4,South Australia,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,76,,A,Annual,A,Normal value,0,Zero,AU4,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,SE22,South Sweden,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,72,,A,Annual,A,Normal value,0,Zero,SE22,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,US34,New Jersey,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2022,,73,,A,Annual,A,Normal value,0,Zero,US34,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,NL32,North Holland,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,80,,A,Annual,A,Normal value,0,Zero,NL32,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,FRI,Nouvelle-Aquitaine,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,68,,A,Annual,A,Normal value,0,Zero,FRI,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,AU1,New South Wales,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,73,,A,Annual,A,Normal value,0,Zero,AU1,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,FRY4,La Réunion,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,47,,A,Annual,A,Normal value,0,Zero,FRY4,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,UKI,Greater London,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,75,,A,Annual,A,Normal value,0,Zero,UKI,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,FRG,Pays de la Loire,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2020,,69,,A,Annual,A,Normal value,0,Zero,FRG,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,ITG2,Sardinia,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,53,,A,Annual,A,Normal value,0,Zero,ITG2,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,FRC,Bourgogne-Franche-Comté,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,68,,A,Annual,A,Normal value,0,Zero,FRC,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,FRG,Pays de la Loire,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,71,,A,Annual,A,Normal value,0,Zero,FRG,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,FI20,Åland,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,83,,A,Annual,A,Normal value,0,Zero,FI20,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,NL32,North Holland,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2020,,79,,A,Annual,A,Normal value,0,Zero,NL32,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,US28,Mississippi,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,63,,A,Annual,A,Normal value,0,Zero,US28,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,FRY4,La Réunion,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2020,,47,,A,Annual,A,Normal value,0,Zero,FRY4,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,UKI,Greater London,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2020,,74,,A,Annual,A,Normal value,0,Zero,UKI,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,US28,Mississippi,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,62,,A,Annual,A,Normal value,0,Zero,US28,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,AU6,Tasmania,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,74,,A,Annual,A,Normal value,0,Zero,AU6,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,UKI,Greater London,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,74,,A,Annual,A,Normal value,0,Zero,UKI,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,FRY4,La Réunion,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2021,,49,,A,Annual,A,Normal value,0,Zero,FRY4,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,NL21,Overijssel,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2019,,81,,A,Annual,A,Normal value,0,Zero,NL21,
DATAFLOW,OECD.CFE.EDS:DSD_LA_LABOUR_DDOWN@DF_EMPLOYMENT_DDOWN(1.0),Employment by age group and sex - Local Areas,I,_T,,UKI,Greater London,EMP_RATIO,Employment to population ratio,PT_POP_AGE,Percentage of population in the same age,_T,Total,Y15T64,From 15 to 64 years,TL2,TL2,_Z,Not applicable,_T,Total,2022,,75,,A,Annual,A,Normal value,0,Zero,UKI,
